"","artist","num_words","num_unique_words","per_unique"
"4240","bob-evans",711,209,0.293952180028129
"4241","bob-geldof",8589,1819,0.211782512516009
"4242","bob-greene",206,89,0.432038834951456
"4243","bob-guiney",350,125,0.357142857142857
"4244","bob-hampton",596,210,0.352348993288591
"4245","bob-james",190,94,0.494736842105263
"4246","bob-james-david-sanborn",408,122,0.299019607843137
"4247","bob-kindred",201,106,0.527363184079602
"4248","bob-lavalley",799,327,0.409261576971214
"4249","bob-lind",196,109,0.556122448979592
"4250","bob-marley",47962,2781,0.0579834035277928
"4251","bob-marley-the-wailers",34120,2032,0.0595545134818288
"4252","bob-moses",1792,347,0.193638392857143
"4253","bob-mould",18708,2406,0.128608082103913
"4254","bob-rivers-comedy-corp",811,291,0.35881627620222
"4255","bob-schneider",13658,1975,0.144603895153024
"4256","bob-scholte",1184,461,0.389358108108108
"4257","bob-seger",33576,3427,0.10206695258518
"4258","bob-seger-the-silver-bullet-band",5088,1010,0.198506289308176
"4259","bob-sinclar",14281,1308,0.0915902247741755
"4260","bob-sprowston",929,201,0.216361679224973
"4261","bob-vidler",326,114,0.349693251533742
"4262","bob-village",436,183,0.419724770642202
"4263","bob-weir",525,210,0.4
"4264","bob-welch",6198,1002,0.161665053242982
"4265","bob-wills",2784,674,0.242097701149425
"4266","bob-wills-and-his-texas-playboys",125,66,0.528
"4267","bobaflex",3769,897,0.237994162907933
"4268","bobbi-humphrey",566,194,0.342756183745583
"4269","bobbie-gentry",5645,1423,0.252081488042516
"4270","bobbie-nelson",1026,313,0.305068226120858
"4271","bobby",944,310,0.328389830508475
"4272","bobby-andonov",1447,329,0.227366966136835
"4273","bobby-bare",54072,4437,0.0820572569906791
"4274","bobby-bare-jr",1382,403,0.291606367583213
"4275","bobby-bazini",3255,497,0.152688172043011
"4276","bobby-bex",3033,446,0.147049126277613
"4277","bobby-bloom",231,78,0.337662337662338
"4278","bobby-blue-bland",4394,619,0.140873918980428
"4279","bobby-bones",378,122,0.322751322751323
"4280","bobby-boris-pickett-and-the-crypt-kickers",362,131,0.361878453038674
"4281","bobby-brackins",4144,757,0.182673745173745
"4282","bobby-brickstone",456,152,0.333333333333333
"4283","bobby-brown",17349,1332,0.0767767594674045
"4284","bobby-caldwell",4071,694,0.170474084991403
"4285","bobby-charles",639,245,0.383411580594679
"4286","bobby-cole",455,183,0.402197802197802
"4287","bobby-cool",227,95,0.418502202643172
"4288","bobby-cryus",176,110,0.625
"4289","bobby-curtola",126,49,0.388888888888889
"4290","bobby-darin",24638,2734,0.110966799253186
"4291","bobby-day",245,78,0.318367346938775
"4292","bobby-dean",528,210,0.397727272727273
"4293","bobby-freeman",188,56,0.297872340425532
"4294","bobby-g",187,53,0.283422459893048
"4295","bobby-goldsboro",2569,636,0.247567146749708
"4296","bobby-grant",1338,396,0.295964125560538
"4297","bobby-hackett",752,339,0.450797872340426
"4298","bobby-hackett-his-orchestra",747,287,0.384203480589023
"4299","bobby-hebb",170,81,0.476470588235294
"4300","bobby-hutcherson",64,39,0.609375
"4301","bobby-jon-key",752,238,0.316489361702128
"4302","bobby-k-9",461,145,0.314533622559653
"4303","bobby-long",7836,1484,0.189382337927514
"4304","bobby-lyle",1072,295,0.275186567164179
"4305","bobby-mcferrin",3466,737,0.21263704558569
"4306","bobby-meader-music",2334,637,0.272922022279349
"4307","bobby-newberry",165,59,0.357575757575758
"4308","bobby-pickett",359,130,0.362116991643454
"4309","bobby-pinson",3280,848,0.258536585365854
"4310","bobby-pulido",1684,433,0.257125890736342
"4311","bobby-rydell",2645,517,0.195463137996219
"4312","bobby-sherman",956,277,0.289748953974895
"4313","bobby-shmurda",3976,551,0.138581488933602
"4314","bobby-short",492,172,0.349593495934959
"4315","bobby-susser",153,78,0.509803921568627
"4316","bobby-timmons",325,162,0.498461538461538
"4317","bobby-tinsley",4946,620,0.125353821269713
"4318","bobby-v",16832,1342,0.0797290874524715
"4319","bobby-valentino",50760,2809,0.0553388494877857
"4320","bobby-vee",1857,416,0.224017232094777
"4321","bobby-vidales",487,144,0.295687885010267
"4322","bobby-vinton",4371,793,0.1814230153283
"4323","bobby-yarsulik",182,90,0.494505494505495
"4324","bobbygt",463,83,0.1792656587473
"4325","bobbyxl",478,184,0.384937238493724
"4326","bobo-in-white-wooden-houses",3186,729,0.228813559322034
"4327","bobo-norco",361,143,0.39612188365651
"4328","bobs-lolo",58,26,0.448275862068966
"4329","bobzee",448,258,0.575892857142857
"4330","bocatabu",410,124,0.302439024390244
"4331","bodeans",6282,840,0.133715377268386
"4332","bodega-bamz",775,308,0.39741935483871
"4333","bodies-in-barrels",219,117,0.534246575342466
"4334","boduf-songs",101,52,0.514851485148515
"4335","body-count",14627,2185,0.149381281192316
"4336","body-language",1082,255,0.235674676524954
"4337","bodybangers",412,118,0.286407766990291
"4338","bodyjar",15036,1631,0.108472998137803
"4339","bodyrockers",1735,315,0.181556195965418
"4340","bodyrox",282,111,0.393617021276596
"4341","boehse-onkelz",21159,3166,0.149628999480127
"4342","boeijen-frank",7662,1259,0.164317410597755
"4343","bofill-angela",204,82,0.401960784313726
"4344","bogart-co",293,105,0.358361774744027
"4345","boggie",108,75,0.694444444444444
"4346","bogguss-suzy",12680,1664,0.131230283911672
"4347","bogle-eric",2786,892,0.320172290021536
"4348","bohemia",1089,483,0.443526170798898
"4349","bohemians",104,54,0.519230769230769
"4350","boiled-in-lead",2699,879,0.325676176361615
"4351","boiler-room",2442,463,0.18959868959869
"4352","bojana-stamenov",438,171,0.39041095890411
"4353","boku-no-ririkku-no-bouyomi",39,27,0.692307692307692
"4354","bolade",449,106,0.236080178173719
"4355","bolder-damn",276,163,0.590579710144927
"4356","boldy-james",506,239,0.472332015810277
"4357","bollock-brothers",261,76,0.291187739463602
"4358","bolshoi",747,280,0.37483266398929
"4359","bolt-thrower",9679,2187,0.225953094327926
"4360","boltz-ray",1397,462,0.330708661417323
"4361","bomb-the-bass",958,398,0.41544885177453
"4362","bomba-estasreo",2868,529,0.184449093444909
"4363","bomba-kichizi",178,99,0.556179775280899
"4364","bombadil",1691,540,0.319337670017741
"4365","bombay-bicycle-club",6732,1002,0.148841354723708
"4366","bombay-vikings",333,107,0.321321321321321
"4367","bomber",1098,324,0.295081967213115
"4368","bombino",81,45,0.555555555555556
"4369","bombon-la-unica",271,80,0.29520295202952
"4370","bombs-and-bottles",418,161,0.385167464114833
"4371","bombshell-rocks",6719,1398,0.208066676588778
"4372","bomfunk-mc-s",10792,1451,0.134451445515196
"4373","bomshel",4345,883,0.203222094361335
"4374","bon-iver",6269,1380,0.220130802360823
"4375","bon-jovi",102801,4493,0.0437058005272322
"4376","bonaventure",801,344,0.429463171036205
"4377","bond",1029,352,0.342079689018465
"4378","bondage-fairies",243,95,0.390946502057613
"4379","bondan-prakoso",141,75,0.531914893617021
"4380","bondax",1110,227,0.204504504504504
"4381","bondi-cigars",654,216,0.330275229357798
"4382","bone-brothers",596,263,0.441275167785235
"4383","bone-crusher",8642,1088,0.125896783152048
"4384","bone-thugs",1738,489,0.281357882623705
"4385","bone-thugs-n-harmony",191570,8405,0.0438743018217884
"4386","bonepony",1263,385,0.304829770387965
"4387","bones",635,305,0.480314960629921
"4388","bones-fork",357,131,0.366946778711485
"4389","boney-james",3769,618,0.163969222605466
"4390","boney-m",31273,2618,0.0837143862117481
"4391","boney-nem",1281,546,0.426229508196721
"4392","bonez-mc",7840,1832,0.233673469387755
"4393","bonfire",625,217,0.3472
"4394","bongzilla",1987,513,0.258178158027177
"4395","bonham-tracy",1566,341,0.217752234993614
"4396","bonn-smith",3204,796,0.248439450686642
"4397","bonnie-anderson",521,183,0.351247600767754
"4398","bonnie-bramlett",907,231,0.254685777287762
"4399","bonnie-dune",768,209,0.272135416666667
"4400","bonnie-mckee",9357,1139,0.121727049267928
"4401","bonnie-owens",8781,1171,0.133356109782485
"4402","bonnie-pointer",233,84,0.360515021459227
"4403","bonnie-prince-billy",7934,1458,0.183766070078145
"4404","bonnie-raitt",39756,2731,0.0686940336049904
"4405","bonnie-tyler",46056,2762,0.0599704707312837
"4406","bonny-tyler",108,68,0.62962962962963
"4407","bono",192,87,0.453125
"4408","bonobo",1095,319,0.291324200913242
"4409","bonzie",602,235,0.390365448504983
"4410","bonzo-dog-band",7682,1958,0.254881541265295
"4411","bonzo-dog-doo-dah-band",1466,514,0.350613915416098
"4412","boo-radleys",6843,1242,0.181499342393687
"4413","booboo-stewart",325,107,0.329230769230769
"4414","boogaloo-joe-jones",321,106,0.330218068535826
"4415","boogie",2818,748,0.265436479772889
"4416","boogiemonsters",2259,821,0.363435148295706
"4417","boogrov",175,67,0.382857142857143
"4418","boogz-boogetz",574,155,0.270034843205575
"4419","book-of-love",4091,930,0.227328281593742
"4420","book-of-mormon",442,152,0.343891402714932
"4421","booka-shade",169,66,0.390532544378698
"4422","booker-ervin",490,180,0.36734693877551
"4423","booker-t",501,174,0.347305389221557
"4424","booker-t-and-the-mg-s",6461,1052,0.162823092400557
"4425","boom-bap-pow",88,53,0.602272727272727
"4426","boom-shaka",3533,843,0.238607415793943
"4427","boomdabash",690,296,0.428985507246377
"4428","boomdog",366,99,0.270491803278689
"4429","boomhauer",269,71,0.263940520446097
"4430","boomkat",7474,1036,0.138613861386139
"4431","boomtown-rats",14577,2336,0.160252452493654
"4432","boomtown-rats-glynn-leaney",268,111,0.414179104477612
"4433","boondox",23930,3280,0.1370664437944
"4434","boone",1186,377,0.31787521079258
"4435","boone-daniel",148,57,0.385135135135135
"4436","boone-pat",187,117,0.625668449197861
"4437","boosie-badazz",28112,2840,0.101024473534434
"4438","boot-camp-clik",10421,2204,0.211496017656655
"4439","boots",2238,577,0.257819481680072
"4440","bootstraps",106,45,0.424528301886792
"4441","bootsy-collins",3528,769,0.21797052154195
"4442","booty-luv",2412,378,0.156716417910448
"4443","booze-glory",243,103,0.423868312757202
"4444","bored-nothing",40,34,0.85
"4445","borgeous",890,195,0.219101123595506
"4446","borges-sarah",346,147,0.42485549132948
"4447","borgore",969,307,0.316821465428277
"4448","borhuh",169,61,0.36094674556213
"4449","borialis",2437,833,0.341813705375462
"4450","boris-alexander-stein",224,93,0.415178571428571
"4451","boris-karloff",246,41,0.166666666666667
"4452","borknagar",7406,1888,0.254928436402917
"4453","born-against",3222,1128,0.350093109869646
"4454","born-cages",2461,592,0.240552620885819
"4455","born-country",726,229,0.315426997245179
"4456","born-from-pain",1418,478,0.337094499294781
"4457","born-jamericans",1094,382,0.349177330895795
"4458","born-of-osiris",1167,345,0.295629820051414
"4459","born-ruffians",1214,357,0.294069192751236
"4460","born-to-lose",124,77,0.620967741935484
"4461","borrowers",1619,520,0.32118591723286
"4462","borsato-marco",7979,1319,0.165308935956887
"4463","bos-stef",2051,498,0.242808386153096
"4464","bosa",931,298,0.320085929108485
"4465","boss",3871,994,0.256781193490054
"4466","boss-battle",568,233,0.410211267605634
"4467","boss-hudson",1996,529,0.26503006012024
"4468","bosson",15382,1290,0.083864256923677
"4469","boston",12282,1097,0.0893177007002117
"4470","boston-george",819,240,0.293040293040293
"4471","boston-manor",282,133,0.471631205673759
"4472","boston-pops",1003,292,0.291126620139581
"4473","boston-pops-orchestra",542,219,0.404059040590406
"4474","botch",2440,820,0.336065573770492
"4475","bottle-rocket",1954,629,0.321903787103378
"4476","bottlefly",2003,528,0.263604593110335
"4477","bottom-line",1841,514,0.279196089082021
"4478","bottomley-john",1710,607,0.354970760233918
"4479","bouflare",381,86,0.225721784776903
"4480","boulevard",110,60,0.545454545454545
"4481","boulevard-des-airs",4446,928,0.208726945569051
"4482","bouncing-souls",19879,2133,0.107299159917501
"4483","bound-for-glory",10804,2161,0.200018511662347
"4484","bounty-killer",14002,2394,0.170975574917869
"4485","bourbon-boys",294,142,0.482993197278912
"4486","bow-to-each-other",1182,424,0.358714043993232
"4487","bow-wow",99864,5920,0.0592806216454378
"4488","bow-wow-wow",8754,1242,0.141877998629198
"4489","bowen-wade",2935,672,0.228960817717206
"4490","bowling-for-soup",47762,3333,0.0697835099032704
"4491","bows",2122,534,0.251649387370405
"4492","box-car-willie",1613,454,0.281463112213267
"4493","boxcar-racer",5157,590,0.114407601318596
"4494","boxed-in",352,120,0.340909090909091
"4495","boy",5020,987,0.196613545816733
"4496","boy-and-bear",3198,693,0.216697936210131
"4497","boy-better-know",2599,776,0.29857637552905
"4498","boy-george",31552,2518,0.0798047667342799
"4499","boy-goliath",118,84,0.711864406779661
"4500","boy-hits-car",5537,878,0.158569622539281
"4501","boy-howdy",1012,219,0.216403162055336
"4502","boy-in-static",187,118,0.631016042780749
"4503","boy-kicks-girl",1445,474,0.3280276816609
"4504","boy-kill-boy",3451,581,0.168356997971602
"4505","boy-machine",115,54,0.469565217391304
"4506","boy-meets-girl",2273,474,0.208534975802904
"4507","boy-named-banjo",200,81,0.405
"4508","boy-sets-fire",15081,2480,0.164445328559114
"4509","boybs",1753,380,0.216771249286937
"4510","boyce-avenue",15434,1407,0.0911623687961643
"4511","boyce-avenue-and-tyler-ward",179,72,0.402234636871508
"4512","boyd-jim",1188,412,0.346801346801347
"4513","boyd-tinsley",1308,236,0.180428134556575
"4514","boyfriend",1470,624,0.424489795918367
"4515","boyish-good-looks",1741,490,0.281447443997702
"4516","boys-and-men",59,28,0.474576271186441
"4517","boys-like-girls",12785,1166,0.0912006257332812
"4518","boys-night-out",7369,1406,0.190799294341159
"4519","boys-town-gang",645,94,0.145736434108527
"4520","boytronic",85,44,0.517647058823529
"4521","boyz-ii-men",67535,3475,0.0514548012141852
"4522","boyz-n-da-hood",16458,2245,0.136407825981286
"4523","boyz-n-girlz-united",3077,493,0.160220994475138
"4524","boyzone",37116,2230,0.0600819053777347
"4525","boz-scaggs",17100,1876,0.109707602339181
"4526","bpl-lil-pezzy-ben-gee",880,269,0.305681818181818
"4527","br3ana",960,193,0.201041666666667
"4528","br3ndan",587,180,0.30664395229983
"4529","br5-49",6810,1182,0.173568281938326
"4530","brace-choir",945,344,0.364021164021164
"4531","bracket",13161,1498,0.113821138211382
"4532","brad",5626,964,0.171347316032705
"4533","brad-caleb-kane",213,82,0.384976525821596
"4534","brad-cotter",2590,667,0.257528957528958
"4535","brad-doggett",332,124,0.373493975903614
"4536","brad-kavanagh",1837,397,0.216113228089276
"4537","brad-martin",1900,477,0.251052631578947
"4538","brad-mehldau",272,78,0.286764705882353
"4539","brad-neely",393,164,0.417302798982188
"4540","brad-paisley",38689,3768,0.0973920235725917
"4541","brad-paisley-and-carrie-underwood",284,120,0.422535211267606
"4542","brad-sucks",252,98,0.388888888888889
"4543","brad-thomlinson",1817,426,0.234452394056136
"4544","bradbury-band",761,276,0.362680683311432
"4545","braddigan",261,101,0.386973180076628
"4546","braden-cole",253,81,0.320158102766798
"4547","bradley-hathaway",330,161,0.487878787878788
"4548","bradley-michael",954,286,0.29979035639413
"4549","bradley-tatum",315,136,0.431746031746032
"4550","bradley-walker",988,392,0.396761133603239
"4551","bragago",241,128,0.531120331950207
"4552","bragg-billy",6509,1541,0.236749116607774
"4553","braid",10188,1905,0.18698468786808
"4554","braiden-sunshine",1526,366,0.239842726081258
"4555","braiden-wood",2120,369,0.174056603773585
"4556","braids",1799,557,0.309616453585325
"4557","brain-failure",1230,372,0.302439024390244
"4558","brainiac",303,178,0.587458745874587
"4559","brainticket",354,220,0.621468926553672
"4560","brakes",2725,670,0.245871559633028
"4561","brakesbrakesbrakes",1383,395,0.285610990600145
"4562","bran-ferry",147,80,0.54421768707483
"4563","bran-van-3000",11060,2071,0.187251356238698
"4564","bran-vargas",240,77,0.320833333333333
"4565","brand-new",22486,2284,0.101574312905808
"4566","brand-new-heavies",13337,1693,0.126940091474844
"4567","brand-new-sin",4007,857,0.213875717494385
"4568","brand-nubian",41866,5162,0.123298141690154
"4569","brand-x",878,300,0.341685649202733
"4570","brandi-carlile",14688,1636,0.111383442265795
"4571","brandmeier-jonathon",1723,579,0.336041787579803
"4572","brandon-and-leah",2848,529,0.185744382022472
"4573","brandon-beal",1463,253,0.172932330827068
"4574","brandon-boyd",1938,571,0.294633642930857
"4575","brandon-chandler",373,96,0.257372654155496
"4576","brandon-flowers",7390,1213,0.164140730717185
"4577","brandon-heath",7162,989,0.138089919017034
"4578","brandon-hess",343,100,0.291545189504373
"4579","brandon-hines",12,6,0.5
"4580","brandon-jarod",3162,753,0.238140417457305
"4581","brandon-october",4050,948,0.234074074074074
"4582","brandon-rhyder",6233,997,0.159955077811648
"4583","brandon-rogers",2229,491,0.220278151637506
"4584","brandon-taylor",418,217,0.519138755980861
"4585","brandon-vee",2919,720,0.246659815005139
"4586","brandon-walker",90,24,0.266666666666667
"4587","brandtson",10823,1491,0.137762173149774
"4588","branduardi-angelo",7170,1541,0.214923291492329
"4589","brandun-deshay",385,168,0.436363636363636
"4590","brandy",63693,2956,0.0464101235614589
"4591","brandy-clark",5097,1075,0.210908377476947
"4592","brandyn-burnette",337,131,0.388724035608309
"4593","brandyn-hazelton",3067,548,0.178676230844473
"4594","branigan-laura",4823,790,0.163798465685258
"4595","brant-bjork",729,279,0.382716049382716
"4596","brant-mike",129,77,0.596899224806202
"4597","brantley-gilbert",16174,1782,0.110176827006306
"4598","brasstracks",250,82,0.328
"4599","bratmobile",6827,1009,0.147795517796983
"4600","bratt-pack",2043,509,0.249143416544298
"4601","bratz",7970,747,0.0937264742785445
"4602","brav",94,48,0.51063829787234
"4603","brave-combo",22811,3390,0.148612511507606
"4604","brave-girls",763,280,0.36697247706422
"4605","brave-saint-saturn",6806,1641,0.241110784601822
"4606","bravehart",285,160,0.56140350877193
"4607","bravehearts",5608,1329,0.236982881597718
"4608","bravery",7817,982,0.125623640782909
"4609","braxtons",3880,658,0.169587628865979
"4610","brayton-bowman",744,198,0.266129032258065
"4611","brazil",3686,1115,0.30249593054802
"4612","brazilian-girls",3608,973,0.269678492239468
"4613","brazzaville",44,41,0.931818181818182
"4614","brdigung",269,133,0.494423791821561
"4615","bre-switzer",350,131,0.374285714285714
"4616","breach",1130,118,0.104424778761062
"4617","bread",13488,1494,0.11076512455516
"4618","bread-and-juice",1465,421,0.287372013651877
"4619","bread-over-bombs",2252,593,0.263321492007105
"4620","bread-wine",134,73,0.544776119402985
"4621","break-blossom",379,113,0.298153034300792
"4622","break-clustered",300,201,0.67
"4623","break-out-the-shotguns",475,189,0.397894736842105
"4624","break-the-silence",2684,595,0.221684053651267
"4625","breakaway",785,253,0.322292993630573
"4626","breakbeat-era",2466,546,0.221411192214112
"4627","breakbot",1217,286,0.235004108463435
"4628","breakfast-club",417,169,0.405275779376499
"4629","breaking-benjamin",13566,1180,0.0869821612855669
"4630","breaking-my-heart",116,57,0.491379310344828
"4631","breaking-orbit",239,91,0.380753138075314
"4632","breaking-point",4672,613,0.131207191780822
"4633","breaking-rank",234,85,0.363247863247863
"4634","breaking-the-waves",478,174,0.364016736401674
"4635","breakup",95,74,0.778947368421053
"4636","breathe",4362,788,0.180651077487391
"4637","breathe-carolina",13529,1278,0.0944637445487471
"4638","breathe-owl-breathe",879,299,0.340159271899886
"4639","breathing-still",225,116,0.515555555555556
"4640","bree-gearhart",3421,743,0.217187956737796
"4641","bree-l-lisa",678,284,0.418879056047198
"4642","bree-sharp",4885,1013,0.207369498464688
"4643","breed-77",5679,790,0.139108998063039
"4644","breeders",5653,1188,0.210153900583761
"4645","breedlove",1098,251,0.228597449908925
"4646","breeze",1020,190,0.186274509803922
"4647","breezy",8709,2071,0.237799977035251
"4648","brel-jacques",648,185,0.285493827160494
"4649","brenda-fassie",654,205,0.313455657492355
"4650","brenda-holloway",1948,414,0.212525667351129
"4651","brenda-k-starr",656,243,0.370426829268293
"4652","brenda-lee",21796,2048,0.0939621948981464
"4653","brenda-russell",1234,294,0.238249594813614
"4654","brendan-adams",854,380,0.444964871194379
"4655","brendan-benson",13508,1782,0.131921824104235
"4656","brendan-fletcher",818,298,0.364303178484108
"4657","brendan-james",5102,817,0.160133281066249
"4658","brendan-macfarlane",167,78,0.467065868263473
"4659","brendan-morris",868,259,0.298387096774194
"4660","brendan-perry",1354,494,0.364844903988183
"4661","brendon-thomas-and-the-vibes",1352,414,0.306213017751479
"4662","brenmar",46,41,0.891304347826087
"4663","brenn-hill",2686,773,0.287788533134773
"4664","brennin-hunt",416,156,0.375
"4665","breno-silveira",81,55,0.679012345679012
"4666","brent-dmitruk",207,71,0.342995169082126
"4667","brent-faiyaz",149,63,0.422818791946309
"4668","brent-loveday",742,260,0.350404312668464
"4669","brent-o-dell",439,184,0.419134396355353
"4670","brent-sutton",718,273,0.380222841225627
"4671","brent-walsh",546,243,0.445054945054945
"4672","brenton",345,168,0.48695652173913
"4673","bret-mckenzie",1559,337,0.216164207825529
"4674","bret-michaels",7148,1124,0.157246782316732
"4675","breton",1133,214,0.188879082082966
"4676","brett-anderson",2758,624,0.226250906453952
"4677","brett-cohen",295,136,0.461016949152542
"4678","brett-dennen",12843,1860,0.14482597523943
"4679","brett-detar",278,137,0.492805755395683
"4680","brett-eldredge",8261,1209,0.146350320784409
"4681","brett-fuentes",5436,1212,0.222958057395143
"4682","brett-kissel",261,98,0.375478927203065
"4683","brett-perkins",3672,821,0.223583877995643
"4684","brett-smiley",551,173,0.313974591651543
"4685","brett-young",2460,455,0.184959349593496
"4686","breve",539,138,0.256029684601113
"4687","bri",314,79,0.251592356687898
"4688","bri-briana-babineaux",1493,256,0.171466845277964
"4689","bri-heart",300,118,0.393333333333333
"4690","bria-chrissy",1019,224,0.2198233562316
"4691","bria-kelly",985,235,0.238578680203046
"4692","bria-valente",930,368,0.395698924731183
"4693","brian-adams",2376,499,0.210016835016835
"4694","brian-angel",103,60,0.58252427184466
"4695","brian-auger-s-oblivion-express",302,105,0.347682119205298
"4696","brian-benham",2180,421,0.193119266055046
"4697","brian-bradley",222,95,0.427927927927928
"4698","brian-bromberg",522,230,0.440613026819923
"4699","brian-buckley",186,54,0.290322580645161
"4700","brian-capps",165,103,0.624242424242424
"4701","brian-carrick",217,107,0.493087557603687
"4702","brian-chicoine",2052,456,0.222222222222222
"4703","brian-courtney-wilson",1834,413,0.225190839694656
"4704","brian-cross",330,42,0.127272727272727
"4705","brian-culbertson",882,177,0.200680272108844
"4706","brian-doerksen",1936,334,0.172520661157025
"4707","brian-eno",10809,2313,0.21398834304746
"4708","brian-fallon",3157,639,0.202407348748812
"4709","brian-free",532,222,0.417293233082707
"4710","brian-fresco",978,337,0.344580777096115
"4711","brian-goss",1338,493,0.368460388639761
"4712","brian-haner",1443,511,0.354123354123354
"4713","brian-harvey",4149,743,0.179079296215956
"4714","brian-head-welch",324,128,0.395061728395062
"4715","brian-hyland",1275,383,0.300392156862745
"4716","brian-jackson",1000,295,0.295
"4717","brian-kirk-and-the-jirks",1242,498,0.400966183574879
"4718","brian-lebahn",197,87,0.441624365482233
"4719","brian-may",6022,1044,0.173364330787114
"4720","brian-mccomas",5355,833,0.155555555555556
"4721","brian-mcfadden",11984,1347,0.112399866488652
"4722","brian-mcknight",57054,3000,0.0525817646440215
"4723","brian-mcknight-jr-and-niko-mcknight",160,96,0.6
"4724","brian-melo",2548,501,0.196624803767661
"4725","brian-notice",92,67,0.728260869565217
"4726","brian-owens",272,93,0.341911764705882
"4727","brian-setzer",24953,2534,0.101550915721557
"4728","brian-simpson",342,85,0.248538011695906
"4729","brian-the-sun",213,97,0.455399061032864
"4730","brian-thomas",276,116,0.420289855072464
"4731","brian-tyler",265,36,0.135849056603774
"4732","brian-vander-ark",3875,927,0.239225806451613
"4733","brian-welch",170,65,0.382352941176471
"4734","brian-wilson",27092,2857,0.105455485014026
"4735","brian-x-bombay",805,212,0.263354037267081
"4736","briana-nadau",184,75,0.407608695652174
"4737","briana-nadeau",166,52,0.313253012048193
"4738","brianna",367,184,0.501362397820163
"4739","brianna-lea-pruett",209,77,0.368421052631579
"4740","brianna-perry",1613,501,0.310601363918165
"4741","brianna-presley",338,124,0.366863905325444
"4742","brianna-taylor",1171,366,0.312553373185312
"4743","briar-gillis",271,75,0.276752767527675
"4744","bribry",1314,308,0.234398782343988
"4745","bricc-baby",1707,426,0.249560632688928
"4746","brice-lee",2571,738,0.287047841306884
"4747","brice-long",542,231,0.42619926199262
"4748","brick",901,180,0.199778024417314
"4749","brick-lace",10229,1027,0.100400821194643
"4750","brick-mortar",2908,430,0.147867950481431
"4751","brickell-edie-and-new-bohemians",2900,621,0.214137931034483
"4752","bride",16790,2649,0.157772483621203
"4753","brides-of-destruction",2268,469,0.20679012345679
"4754","bridge",477,161,0.337526205450734
"4755","bridge-to-grace",837,238,0.284348864994026
"4756","bridget-kelly",4030,730,0.181141439205955
"4757","bridget-mendler",2413,490,0.203066721922918
"4758","bridget-metcalfe",674,242,0.359050445103858
"4759","bridget-st-john",626,144,0.230031948881789
"4760","bridgit-mendler",13018,1314,0.10093716392687
"4761","brie-boateng",219,102,0.465753424657534
"4762","brie-larson",4952,763,0.15407915993538
"4763","brieanna-james",328,119,0.36280487804878
"4764","briga",1777,455,0.256049521665729
"4765","brigham-young-university-noteworthy",154,88,0.571428571428571
"4766","bright-eyes",50846,4804,0.0944813751327538
"4767","bright-light-bright-light",1124,215,0.191281138790036
"4768","bright-lights",248,66,0.266129032258065
"4769","brightwood",617,242,0.392220421393841
"4770","brigitte",1528,399,0.261125654450262
"4771","brigitte-fontaine",660,220,0.333333333333333
"4772","brihang",217,128,0.589861751152074
"4773","brilofficial",336,102,0.303571428571429
"4774","brimstone-coven",64,35,0.546875
"4775","brina-hyland",144,64,0.444444444444444
"4776","brinck",224,80,0.357142857142857
"4777","bring-it-on",1328,372,0.280120481927711
"4778","bring-me-the-horizon",20693,1595,0.0770792055284396
"4779","brings",844,288,0.341232227488152
"4780","brisco",4195,969,0.230989272943981
"4781","brisky",2095,434,0.207159904534606
"4782","bristeil",657,283,0.430745814307458
"4783","brite-futures",1726,445,0.257821552723059
"4784","british-india",1209,311,0.257237386269644
"4785","british-lions",1979,542,0.273875694795351
"4786","british-sea-power",9438,1462,0.154905700360246
"4787","britney-spears",135045,3462,0.0256358991447295
"4788","britni-elise",704,183,0.259943181818182
"4789","britny-fox",6350,1151,0.181259842519685
"4790","britt-nicole",14302,1171,0.0818766606069081
"4791","britta-phillips",405,123,0.303703703703704
"4792","britta-phillips-dean-wareham",400,152,0.38
"4793","brittani-louise-taylor",377,153,0.405835543766578
"4794","brittany-barber",440,131,0.297727272727273
"4795","brittany-campbell",1149,253,0.220191470844212
"4796","brittany-finney",229,100,0.436681222707424
"4797","brittnee-belt",3036,504,0.16600790513834
"4798","brizz",318,90,0.283018867924528
"4799","brkrbara-rocha",1301,379,0.291314373558801
"4800","bro-sis",7765,1080,0.139085640695428
"4801","broadcast",3971,877,0.220851170989675
"4802","broadway",441,160,0.36281179138322
"4803","broadway-for-orlando",197,60,0.304568527918782
"4804","broadways",11710,2126,0.181554227156277
"4805","brock",410,225,0.548780487804878
"4806","brock-zanrosso",1247,255,0.204490777866881
"4807","broder-daniel",157,70,0.445859872611465
"4808","brodha-v",804,385,0.478855721393035
"4809","brodie",5695,912,0.160140474100088
"4810","brodie-stewart-band",314,91,0.289808917197452
"4811","brodinski",403,154,0.382133995037221
"4812","brodway-calls",287,107,0.372822299651568
"4813","brody-dalle",1359,386,0.284032376747609
"4814","broiler",611,154,0.252045826513912
"4815","broilers",2986,713,0.238780977896852
"4816","broken",320,143,0.446875
"4817","broken-back",476,151,0.317226890756303
"4818","broken-bells",5428,963,0.177413411938099
"4819","broken-burnt",891,312,0.35016835016835
"4820","broken-hearted",1291,343,0.26568551510457
"4821","broken-home",141,79,0.560283687943262
"4822","broken-hope",11593,3233,0.278875183300267
"4823","broken-iris",765,253,0.330718954248366
"4824","broken-promises",63,48,0.761904761904762
