0;2006
1;2015
2;2004
3;2014
4;2007
5;2006
6;2014
7;2007
8;2006
9;2006
10;2006
11;2010
12;2006
4;2006
13;2002
14;2011
15;2006
16;2016
17;2014
18;2006
19;2012
4;2006
20;2007
21;2006
22;2006
23;2016
24;2012
25;2007
26;2015
27;2012
28;2013
29;2008
30;2008
31;2008
32;2013
33;2004
34;2007
35;2011
36;2012
37;2006
15;2009
38;2010
39;2006
40;2006
41;2008
42;2008
43;2008
44;1975
45;2006
46;2014
47;2006
48;2011
48;2012
49;2013
50;2007
51;2010
52;2006
53;2006
54;2004
45;2006
55;2008
56;2008
57;2006
58;2007
59;2006
60;2006
61;2016
62;2006
63;2010
64;2016
65;2007
66;2015
67;2009
54;2014
68;2014
54;2011
69;2006
70;2009
53;2007
71;2010
72;2007
73;1995
22;2007
74;2006
75;2006
76;2006
77;2013
78;2007
79;2006
15;2004
80;2007
81;2006
82;2007
83;1990
84;2010
34;2005
85;2016
86;2006
87;2008
88;2006
89;1999
90;2007
91;2013
92;2006
93;2014
94;2011
78;2009
95;2006
96;2006
97;2006
98;2006
88;2008
99;2007
100;2009
101;2014
102;2006
103;2004
104;2012
105;2012
4;2009
106;2006
53;2006
78;2005
107;2011
108;2013
109;2016
110;2007
111;2013
112;2015
113;2016
5;2006
114;2012
11;2011
115;2016
116;2013
117;2013
118;2006
27;2012
13;2001
119;2007
120;2005
76;2008
121;2013
122;2008
59;2006
123;2007
124;2014
125;2014
126;2014
127;2007
128;2013
129;2008
102;2006
130;2010
131;2008
132;2006
133;1998
134;2014
135;2006
136;2006
53;2006
137;2011
110;2007
138;2007
139;2010
140;2006
89;2006
53;2006
141;2016
142;2006
128;2013
59;1991
143;1999
25;2005
144;2013
145;2006
1;2013
146;2014
147;1979
148;2009
149;2008
150;2007
151;2008
152;2006
153;2011
92;1998
154;2006
155;2008
20;2006
156;2006
157;2008
158;2008
15;2006
159;2007
160;2008
161;2007
162;2009
163;2006
164;2011
25;2005
165;2014
95;2007
53;2006
97;2016
166;2006
167;2010
89;1995
168;2006
92;2010
169;2008
170;2012
171;2013
127;2005
143;1999
172;2006
173;2006
20;2007
142;2006
92;2001
174;2009
114;2009
175;2009
34;2003
176;2011
177;2015
178;2014
179;2011
2;2009
180;2011
181;2010
182;2007
131;2013
183;2006
15;2007
184;2006
60;2006
179;2011
1;2016
89;1995
185;2006
2;2009
15;2014
186;2011
176;2011
187;2006
188;2014
89;2012
15;2006
144;2007
53;2008
189;2007
190;2014
136;2005
191;2010
192;2014
4;2006
193;2006
194;2009
195;2014
196;2016
197;2011
198;2007
152;2010
199;2010
200;2005
201;2006
202;2008
47;2006
203;2016
204;2003
55;2011
205;2008
145;2006
206;2014
175;2008
55;2011
207;2001
208;2006
209;2008
210;2006
211;2006
212;1981
153;2006
213;2016
15;2006
214;2007
215;2006
216;2013
122;2008
217;2014
218;2006
59;1999
219;2006
220;2007
221;2010
200;2006
222;2007
223;2015
224;2011
225;2008
226;2006
227;2016
228;2006
89;2006
229;2004
2;2006
230;2013
53;2006
231;2006
232;2013
233;2007
234;2010
235;2014
143;2007
236;2013
237;2004
238;1999
136;2006
137;2011
89;2006
239;2009
97;2013
15;2006
240;2011
241;2010
242;2013
243;2014
244;2007
165;2014
122;2008
18;2016
245;2007
246;2006
53;2006
15;2010
54;2008
247;2009
2;2008
248;2006
249;2015
44;2006
250;2013
92;2010
53;2002
251;2016
60;1977
252;2015
253;2011
25;2006
142;2006
254;2006
255;2012
118;2006
256;2006
257;2006
22;2006
258;2014
259;2012
128;2010
260;2016
53;1997
261;2012
112;2012
262;2012
111;2011
263;2006
136;2006
11;2016
264;2012
265;2006
266;2006
89;2006
267;2008
138;2007
268;2013
269;2009
270;2006
271;2016
272;2014
273;2010
15;2006
4;2006
274;2006
73;1995
190;2014
151;2009
275;2011
11;2012
276;2015
277;2007
154;1997
212;2014
278;2012
279;2014
62;2004
222;2007
280;2006
281;2007
57;2006
277;2011
282;2010
133;2006
277;2007
283;2006
81;2004
284;2014
107;2006
44;1975
60;2007
15;2006
106;2006
285;2016
265;2007
89;2008
245;2007
107;2006
286;2007
287;1971
288;2003
153;2006
153;2006
34;2007
289;2015
290;2016
15;2006
291;2006
292;2016
46;2007
293;2005
294;2016
127;2015
295;2010
296;2011
200;2006
140;2015
53;2013
256;2006
297;2006
11;2013
85;2006
256;2006
15;2009
135;2006
298;2006
299;2012
300;2010
200;2006
200;2006
60;2006
15;2006
301;2008
60;1977
256;1994
140;2011
266;2008
262;2008
302;2006
303;2012
304;2012
305;2015
259;2012
306;2006
274;2006
274;2006
256;2006
307;2000
218;2006
308;2006
245;2007
89;2013
21;2006
309;2016
310;2006
311;2008
312;2012
313;2014
314;2006
265;2006
184;2009
315;2009
316;2007
317;2016
318;2006
147;2011
319;2006
277;2007
4;2006
320;1996
321;2008
322;2013
323;2008
168;2006
324;2011
325;2007
238;1999
326;2007
327;2010
328;2010
48;2012
329;2006
330;2006
331;2009
332;1993
333;2006
334;2011
335;2006
336;2006
337;2014
338;2007
337;2014
339;2008
340;2007
341;2007
342;2009
343;1997
344;2007
345;2006
346;2007
347;2015
348;2016
349;2005
350;2012
351;2006
352;2007
353;2015
354;2006
355;2006
356;2007
357;2006
358;2008
359;2006
360;2007
361;2006
362;2006
363;2014
364;2006
365;2007
366;2007
367;1991
368;2012
369;2006
370;1979
371;2007
372;1988
373;2006
374;2007
375;2007
376;2007
377;2007
378;2007
379;2012
380;2007
381;2009
349;2006
382;2011
383;2005
384;2006
385;2006
386;1981
387;2015
388;2016
389;2006
390;2006
391;2006
392;2006
393;2007
394;2006
395;2006
396;2007
397;2007
398;2013
399;2009
400;2006
401;2006
402;2001
403;2007
404;2006
405;2007
406;2007
407;2004
408;2004
409;2016
410;2007
411;2014
412;2008
413;2006
414;2007
345;2014
415;2006
394;2006
416;2010
417;2006
418;2007
419;2006
420;2007
421;1992
422;2007
423;2007
424;2007
425;2006
426;2007
427;2015
366;2006
428;2009
429;2007
430;2007
431;2006
432;2003
433;2010
434;2008
435;2007
436;2008
437;2002
438;2007
439;2005
440;2011
441;2006
341;2007
419;2006
442;2006
443;2009
444;2015
445;2006
446;2000
447;2006
448;2008
449;2006
450;2007
451;2006
452;2006
453;2007
454;2008
455;2007
456;2016
457;2006
458;2014
459;2007
460;2006
461;2007
462;2006
463;2006
464;2006
465;1990
362;2006
466;2007
467;2007
468;2006
469;2006
470;2006
471;2006
472;2006
473;2007
474;2006
475;2007
476;2007
477;2008
478;2008
479;2010
480;2007
481;2007
482;2009
473;2006
483;1998
484;2006
485;2004
419;2006
476;2008
486;2003
487;2011
488;2007
489;1995
490;2007
491;2007
492;2010
368;2012
493;2006
494;2007
495;2006
496;2006
495;2006
462;2016
497;2006
498;2006
499;2008
500;2013
501;2001
502;2007
503;2007
504;2001
505;2003
506;2013
507;1992
508;2014
509;2010
510;2008
511;2006
512;2006
513;2012
514;2005
515;2015
516;2009
517;2008
337;2003
333;2007
518;1999
519;2007
520;2007
521;2007
522;2011
523;2011
524;2006
349;2006
525;2015
526;2006
527;1979
528;2011
529;2007
530;2010
531;2007
532;2008
533;2012
534;2007
446;2006
535;2007
536;2007
537;2007
538;2007
539;2007
540;2007
541;2006
466;2007
542;2005
543;1993
472;2006
544;2013
545;2006
489;2008
479;2008
546;2009
547;2007
504;2002
548;2008
549;2007
550;2006
437;2015
551;2009
552;1983
446;1987
553;2008
541;2011
554;2006
555;2014
556;2010
557;2014
558;2013
559;2007
560;2007
561;2000
562;2008
563;2006
343;2006
564;2011
565;2006
535;2012
566;2006
567;2006
568;2010
569;2007
570;2006
473;2006
571;2007
572;2011
573;2010
574;2007
575;2006
513;1979
576;2006
577;2007
337;2006
578;2007
579;2007
580;2006
581;2006
500;2006
582;2011
583;2007
584;2007
334;1996
504;2007
585;2009
586;2007
587;2006
588;2007
589;2009
590;2006
591;2006
592;2011
593;2006
420;2007
594;2006
595;2006
329;1984
596;2011
597;2006
598;2008
599;2007
564;2011
600;2014
601;2006
602;2006
603;2007
578;1993
554;2012
604;2007
605;1990
606;2006
607;2010
385;2006
608;2007
609;2008
610;2016
611;2006
612;2007
613;2006
614;2009
615;2006
616;2007
348;2006
617;2006
618;2011
619;2007
620;2006
621;2008
513;2007
622;2006
623;2006
624;2008
625;2007
626;2006
383;2011
627;2006
620;2006
628;2013
629;2006
630;1998
631;2006
632;2006
633;2006
433;2005
634;2006
590;2013
635;2006
636;2007
637;2005
638;2016
639;2006
640;2014
641;2007
642;2008
643;2006
644;1992
645;2014
646;2016
647;2006
394;1990
648;2006
492;2004
649;2006
565;1982
517;2006
650;1987
