0;139;0.2871900826446281;37
1;123;0.412751677852349;15
2;101;0.4469026548672566;17
3;125;0.20764119601328904;43
4;49;0.1416184971098266;73
5;69;0.34328358208955223;26
6;100;0.29411764705882354;7
7;108;0.2471395881006865;32
8;135;0.26264591439688717;18
10;101;0.35563380281690143;37
11;132;0.2146341463414634;89
12;109;0.38515901060070673;2
13;133;0.24767225325884543;55
14;93;0.33941605839416056;5
15;99;0.3333333333333333;23
16;139;0.23361344537815126;16
17;132;0.2603550295857988;2
18;117;0.29923273657289;31
19;145;0.3680203045685279;27
20;148;0.37373737373737376;27
21;434;0.4549266247379455;33
22;145;0.3680203045685279;27
23;130;0.2748414376321353;19
24;103;0.2821917808219178;11
25;145;0.24006622516556292;74
26;117;0.21005385996409337;38
27;108;0.22085889570552147;50
28;146;0.5159010600706714;9
29;107;0.2420814479638009;25
30;81;0.31153846153846154;22
31;102;0.27945205479452057;20
32;47;0.35074626865671643;5
33;76;0.2814814814814815;27
34;119;0.25;34
35;210;0.42084168336673344;14
36;99;0.20668058455114824;92
37;101;0.2885714285714286;12
38;129;0.24157303370786518;96
39;83;0.2634920634920635;4
40;122;0.3652694610778443;28
41;171;0.31784386617100374;47
42;89;0.21707317073170732;21
43;21;0.6;5
44;100;0.2994011976047904;40
45;129;0.2786177105831533;5
46;100;0.23696682464454977;38
47;93;0.27927927927927926;16
48;81;0.28125;37
49;114;0.2222222222222222;16
50;77;0.4476744186046512;6
51;145;0.24006622516556292;74
52;104;0.2374429223744292;26
53;122;0.2182468694096601;25
54;66;0.4230769230769231;3
55;84;0.38181818181818183;13
56;186;0.1987179487179487;65
57;113;0.28535353535353536;35
58;147;0.22790697674418606;118
59;194;0.303125;63
60;233;0.35196374622356497;82
61;147;0.22171945701357465;110
62;68;0.2251655629139073;38
63;126;0.1700404858299595;86
64;236;0.4147627416520211;23
65;102;0.288135593220339;17
66;213;0.35206611570247937;49
67;144;0.31718061674008813;18
68;125;0.21477663230240548;21
69;236;0.4154929577464789;23
70;119;0.24791666666666667;56
71;74;0.34579439252336447;13
72;87;0.22081218274111675;39
73;158;0.41909814323607425;33
74;146;0.28627450980392155;38
75;44;0.22564102564102564;66
76;111;0.376271186440678;50
77;135;0.45;21
78;53;0.53;2
79;225;0.3865979381443299;29
80;89;0.173828125;68
81;78;0.5165562913907285;14
82;122;0.3652694610778443;28
83;43;0.38738738738738737;19
84;136;0.20637329286798178;8
85;9;1.0;0
86;118;0.26879271070615035;18
87;103;0.3588850174216028;28
88;149;0.22923076923076924;213
89;25;0.6097560975609756;5
90;171;0.32142857142857145;47
91;91;0.364;26
92;177;0.3695198329853862;19
93;101;0.2885714285714286;12
94;122;0.2975609756097561;80
95;218;0.17165354330708663;156
96;113;0.20214669051878353;50
97;95;0.3815261044176707;18
98;100;0.2994011976047904;40
99;155;0.15392254220456802;151
100;150;0.2029769959404601;146
